date,vis,hom,vis_score,hom_score,line,tag
20090910,TEN,PIT,10,13,6.5
20090913,CHI,GNB,15,21,5
20090913,DAL,TAM,34,21,-5
20090913,DEN,CIN,12,7,5
20090913,DET,NOR,27,45,14
20090913,JAX,IND,12,14,6
20090913,KAN,BAL,24,38,13
20090913,MIA,ATL,7,19,4
20090913,MIN,CLE,34,20,-4.5
20090913,NYJ,HOU,24,7,4.5
20090913,PHI,CAR,38,10,-2.5
20090913,SFO,ARI,20,16,4.5
20090913,STL,SEA,0,28,7
20090913,WAS,NYG,17,23,6
20090914,BUF,NWE,24,25,13.5
20090914,SDG,OAK,24,20,-10
20090920,ARI,JAX,31,17,3
20090920,BAL,SDG,31,26,1
20090920,CAR,ATL,20,28,5.5
20090920,CIN,GNB,31,24,7.5
20090920,CLE,DEN,6,27,3
20090920,HOU,TEN,34,31,7
20090920,MIN,DET,27,13,-10
20090920,NOR,PHI,48,22,-2.5
20090920,NWE,NYJ,9,16,-3.5
20090920,NYG,DAL,33,31,3
20090920,OAK,KAN,13,10,1.5
20090920,PIT,CHI,14,17,-3
20090920,SEA,SFO,10,23,1
20090920,STL,WAS,7,9,10
20090920,TAM,BUF,20,33,4
20090921,IND,MIA,27,23,-3
20090927,ATL,NWE,10,26,4.5
20090927,CHI,SEA,25,19,-2.5
20090927,CLE,BAL,3,34,13.5
20090927,DEN,OAK,23,3,-2.5
20090927,GNB,STL,36,17,-6.5
20090927,IND,ARI,31,10,3
20090927,JAX,HOU,31,24,4.5
20090927,KAN,PHI,14,34,7.5
20090927,MIA,SDG,13,23,5.5
20090927,NOR,BUF,27,7,-5.5
20090927,NYG,TAM,24,0,-6.5
20090927,PIT,CIN,20,23,-3.5
20090927,SFO,MIN,24,27,7
20090927,TEN,NYJ,17,24,1
20090927,WAS,DET,14,19,-6
20090928,CAR,DAL,7,21,8.5
20091004,BAL,NWE,21,27,2
20091004,BUF,MIA,10,38,1.5
20091004,CIN,CLE,23,20,-6.5
20091004,DAL,DEN,10,17,-3
20091004,DET,CHI,24,48,9.5
20091004,NYG,KAN,27,16,-9.5
20091004,NYJ,NOR,10,24,7.5
20091004,OAK,HOU,6,29,8
20091004,SDG,PIT,28,38,5.5
20091004,SEA,IND,17,34,10.5
20091004,STL,SFO,0,35,9.5
20091004,TAM,WAS,13,16,9
20091004,TEN,JAX,17,37,-3.5
20091005,GNB,MIN,23,30,5
20091011,ATL,SFO,45,10,1
20091011,CIN,BAL,17,14,9
20091011,CLE,BUF,6,3,5.5
20091011,DAL,KAN,26,20,-7
20091011,HOU,ARI,21,28,6
20091011,IND,TEN,31,9,-3.5
20091011,JAX,SEA,0,41,2
20091011,MIN,STL,38,10,-10.5
20091011,NWE,DEN,17,20,-3
20091011,OAK,NYG,7,44,15
20091011,PIT,DET,28,20,-11
20091011,TAM,PHI,14,33,15.5
20091011,WAS,CAR,17,20,5.5
20091012,NYJ,MIA,27,31,-3
20091018,ARI,SEA,27,3,3
20091018,BAL,MIN,31,33,3
20091018,BUF,NYJ,16,13,9.5
20091018,CAR,TAM,28,21,-3
20091018,CHI,ATL,14,21,3.5
20091018,CLE,PIT,14,27,14
20091018,DET,GNB,0,26,14
20091018,HOU,CIN,28,17,3.5
20091018,KAN,WAS,14,6,6.5
20091018,NYG,NOR,27,48,3
20091018,PHI,OAK,9,13,-14
20091018,STL,JAX,20,23,9.5
20091018,TEN,NWE,0,59,9
20091019,DEN,SDG,34,23,3.5
20091025,ARI,NYG,24,17,8
20091025,ATL,DAL,21,37,5
20091025,BUF,CAR,20,9,7
20091025,CHI,CIN,10,45,-2
20091025,GNB,CLE,31,3,-9
20091025,IND,STL,42,6,-14.5
20091025,MIN,PIT,17,27,6
20091025,NOR,MIA,46,34,-6.5
20091025,NWE,TAM,35,7,-15.5
20091025,NYJ,OAK,38,0,-6
20091025,SDG,KAN,37,7,-5.5
20091025,SFO,HOU,21,24,3
20091026,PHI,WAS,27,17,-9
20091101,CAR,ARI,34,21,10
20091101,CLE,CHI,6,30,13.5
20091101,DEN,BAL,7,30,3.5
20091101,HOU,BUF,31,10,-3.5
20091101,JAX,TEN,13,30,3
20091101,MIA,NYJ,30,25,3.5
20091101,MIN,GNB,38,26,3
20091101,NYG,PHI,17,40,-1
20091101,OAK,SDG,16,24,16.5
20091101,SEA,DAL,17,38,9.5
20091101,SFO,IND,14,18,13.5
20091101,STL,DET,17,10,4
20091102,ATL,NOR,27,35,12
20091108,ARI,CHI,41,21,3
20091108,BAL,CIN,7,17,-3
20091108,CAR,NOR,20,30,13
20091108,DAL,PHI,20,16,3
20091108,DET,SEA,20,32,10
20091108,GNB,TAM,28,38,-9.5
20091108,HOU,IND,17,20,8.5
20091108,KAN,JAX,21,24,7
20091108,MIA,NWE,17,27,10.5
20091108,SDG,NYG,21,20,4.5
20091108,TEN,SFO,34,27,4
20091108,WAS,ATL,17,31,9
20091109,PIT,DEN,28,10,-3
20091112,CHI,SFO,6,10,3
20091115,ATL,CAR,19,28,-1
20091115,BUF,TEN,17,41,7.5
20091115,CIN,PIT,18,12,6.5
20091115,DAL,GNB,7,17,-3
20091115,DEN,WAS,17,27,-3.5
20091115,DET,MIN,10,27,17
20091115,JAX,NYJ,24,22,6.5
20091115,KAN,OAK,16,10,2.5
20091115,NOR,STL,28,23,-14.5
20091115,NWE,IND,34,35,1.5
20091115,PHI,SDG,23,31,1.5
20091115,SEA,ARI,20,31,8.5
20091115,TAM,MIA,23,25,10
20091116,BAL,CLE,16,0,-11
20091119,MIA,CAR,24,17,3.5
20091122,ARI,STL,21,13,-9
20091122,ATL,NYG,31,34,7
20091122,BUF,JAX,15,18,8.5
20091122,CIN,OAK,17,20,-8.5
20091122,CLE,DET,37,38,3
20091122,IND,BAL,17,15,-1.5
20091122,NOR,TAM,38,7,-10.5
20091122,NYJ,NWE,14,31,11
20091122,PHI,CHI,24,20,-3.5
20091122,PIT,KAN,24,27,-11.5
20091122,SDG,DEN,32,3,-6
20091122,SEA,MIN,9,35,11
20091122,SFO,GNB,24,30,6
20091122,WAS,DAL,6,7,10.5
20091123,TEN,HOU,20,17,3.5
20091126,GNB,DET,34,12,-11.5
20091126,NYG,DEN,6,26,-4.5
20091126,OAK,DAL,7,24,13.5
20091129,ARI,TEN,17,20,2
20091129,CAR,NYJ,6,17,3.5
20091129,CHI,MIN,10,36,10
20091129,CLE,CIN,7,16,12
20091129,IND,HOU,35,27,-3
20091129,JAX,SFO,3,20,3
20091129,KAN,SDG,14,43,13.5
20091129,MIA,BUF,14,31,-3.5
20091129,PIT,BAL,17,20,8
20091129,SEA,STL,27,17,-3.5
20091129,TAM,ATL,17,20,12.5
20091129,WAS,PHI,24,27,10
20091130,NWE,NOR,17,38,1.5
20091203,NYJ,BUF,19,13,-3.5
20091206,DAL,NYG,24,31,-1.5
20091206,DEN,KAN,44,13,-6
20091206,DET,CIN,13,23,13.5
20091206,HOU,JAX,18,23,-1.5
20091206,MIN,ARI,17,30,-3
20091206,NOR,WAS,33,30,-8
20091206,NWE,MIA,21,22,-5
20091206,OAK,PIT,27,24,15
20091206,PHI,ATL,34,7,-4
20091206,SDG,CLE,30,23,-13.5
20091206,SFO,SEA,17,20,-1
20091206,STL,CHI,9,17,9
20091206,TAM,CAR,6,16,3.5
20091206,TEN,IND,17,27,6
20091207,BAL,GNB,14,27,4
20091210,PIT,CLE,6,13,-10
20091213,BUF,KAN,16,10,-2.5
20091213,CAR,NWE,10,20,12.5
20091213,CIN,MIN,10,30,6
20091213,DEN,IND,16,28,6.5
20091213,DET,BAL,3,48,14
20091213,GNB,CHI,21,14,-4
20091213,MIA,JAX,14,10,2
20091213,NOR,ATL,26,23,-10
20091213,NYJ,TAM,26,3,-3.5
20091213,PHI,NYG,45,38,-1
20091213,SDG,DAL,20,17,3.5
20091213,SEA,HOU,7,34,7
20091213,STL,TEN,7,47,14
20091213,WAS,OAK,34,13,-2.5
20091214,ARI,SFO,9,24,-4
20091217,IND,JAX,35,31,-3
20091219,DAL,NOR,24,17,7.5
20091220,ARI,DET,31,24,-14
20091220,ATL,NYJ,10,7,7
20091220,CHI,BAL,7,31,11
20091220,CIN,SDG,24,27,7
20091220,CLE,KAN,41,34,3
20091220,GNB,PIT,36,37,2.5
20091220,HOU,STL,16,13,-14
20091220,MIA,TEN,24,27,4.5
20091220,MIN,CAR,7,26,-9
20091220,NWE,BUF,17,10,-7
20091220,OAK,DEN,20,19,14
20091220,SFO,PHI,13,27,7.5
20091220,TAM,SEA,24,7,6.5
20091221,NYG,WAS,45,12,-3
20091225,SDG,TEN,42,17,2
20091227,BAL,PIT,20,23,3
20091227,BUF,ATL,3,31,8
20091227,CAR,NYG,41,9,8.5
20091227,DAL,WAS,17,0,-7
20091227,DEN,PHI,27,30,7
20091227,DET,SFO,6,20,14
20091227,HOU,MIA,27,20,2
20091227,JAX,NWE,7,35,9
20091227,KAN,CIN,10,17,13
20091227,NYJ,IND,29,15,3
20091227,OAK,CLE,9,23,3
20091227,SEA,GNB,10,48,13.5
20091227,STL,ARI,10,31,16
20091227,TAM,NOR,20,17,14
20091228,MIN,CHI,30,36,-8.5
20100103,ATL,TAM,20,10,-3
20100103,BAL,OAK,21,13,-10
20100103,CHI,DET,37,23,-4.5
20100103,CIN,NYJ,0,37,10
20100103,GNB,ARI,33,7,3
20100103,IND,BUF,9,30,8
20100103,JAX,CLE,17,23,2
20100103,KAN,DEN,44,24,10
20100103,NOR,CAR,10,23,10
20100103,NWE,HOU,27,34,7.5
20100103,NYG,MIN,7,44,8
20100103,PHI,DAL,0,24,3
20100103,PIT,MIA,30,24,-3
20100103,SFO,STL,28,6,-7
20100103,TEN,SEA,17,13,-6
20100103,WAS,SDG,20,23,3
