date,vis,hom,vis_score,hom_score,line,tag
20100909,MIN,NOR,9,14,5
20100912,ARI,STL,17,13,-3
20100912,ATL,PIT,9,15,-1.5
20100912,CAR,NYG,18,31,6
20100912,CIN,NWE,24,38,5.5
20100912,CLE,TAM,14,17,2.5
20100912,DAL,WAS,7,13,-3
20100912,DEN,JAX,17,24,3
20100912,DET,CHI,14,19,6.5
20100912,GNB,PHI,27,20,-3
20100912,IND,HOU,24,34,-1
20100912,MIA,BUF,15,10,-3
20100912,OAK,TEN,13,38,6.5
20100912,SFO,SEA,6,31,-3
20100913,BAL,NYJ,10,9,1
20100913,SDG,KAN,14,21,-4
20100919,ARI,ATL,7,41,7
20100919,BAL,CIN,10,15,-3
20100919,BUF,GNB,7,34,13
20100919,CHI,DAL,27,20,7
20100919,HOU,WAS,30,27,-3
20100919,JAX,SDG,13,38,7
20100919,KAN,CLE,16,14,3
20100919,MIA,MIN,14,10,6
20100919,NWE,NYJ,14,28,-3
20100919,NYG,IND,14,38,4
20100919,PHI,DET,35,32,-6.5
20100919,PIT,TEN,19,11,6
20100919,SEA,DEN,14,31,3.5
20100919,STL,OAK,14,16,3
20100919,TAM,CAR,20,7,4
20100920,NOR,SFO,25,22,-5
20100926,ATL,NOR,27,24,3
20100926,BUF,NWE,30,38,14.5
20100926,CIN,CAR,20,7,-3.5
20100926,CLE,BAL,17,24,12.5
20100926,DAL,HOU,27,13,2.5
20100926,DET,MIN,10,24,13
20100926,IND,DEN,27,13,-6
20100926,NYJ,MIA,31,23,2.5
20100926,OAK,ARI,23,24,5.5
20100926,PHI,JAX,28,3,-3
20100926,PIT,TAM,38,13,-3
20100926,SDG,SEA,20,27,-4
20100926,SFO,KAN,10,31,-3
20100926,TEN,NYG,29,10,3
20100926,WAS,STL,16,30,-5
20100927,GNB,CHI,17,20,-3
20101003,ARI,SDG,10,41,9.5
20101003,BAL,PIT,17,14,2.5
20101003,CAR,NOR,14,16,12.5
20101003,CHI,NYG,3,17,3.5
20101003,CIN,CLE,20,23,-2.5
20101003,DEN,TEN,26,20,6.5
20101003,DET,GNB,26,28,14.5
