date,vis,hom,vis_score,hom_score,line,tag
20041212,OAK,ATL,10,35,7.5,0.0
20041212,PHI,WAS,17,14,-8,0.0
20041212,SEA,MIN,27,23,6.5,1.0
20041212,SFO,ARI,31,28,7,1.0
20041212,STL,CAR,7,20,7,0.0
20041212,TAM,SDG,24,31,4,0.0
20041213,KAN,TEN,49,38,-2.5,1.0
20041218,CAR,ATL,31,34,3.5,1.0
20041218,PIT,NYG,33,30,-10,0.0
20041218,WAS,SFO,26,16,-6.5,1.0
20041219,BAL,IND,10,20,7.5,0.0
20041219,BUF,CIN,33,17,-3,1.0
20041219,DAL,PHI,7,12,11.5,1.0
20041219,DEN,KAN,17,45,-3,0.0
20041219,HOU,CHI,24,5,1,1.0
20041219,JAX,GNB,28,25,3.5,1.0
20041219,MIN,DET,28,27,-3,0.0
20041219,NOR,TAM,21,17,7.5,1.0
20041219,SDG,CLE,21,0,-8,1.0
20041219,SEA,NYJ,14,37,6.5,0.0
20041219,STL,ARI,7,31,-3,0.0
20041219,TEN,OAK,35,40,3.5,0.0
20041220,NWE,MIA,28,29,-10,0.0
20041224,GNB,MIN,34,31,3.5,1.0
20041225,DEN,TEN,37,16,-4,1.0
20041225,OAK,KAN,30,31,9.5,1.0
20041226,ARI,SEA,21,24,7,1.0
20041226,ATL,NOR,13,26,6.5,0.0
20041226,BAL,PIT,7,20,5,0.0
20041226,BUF,SFO,41,7,-10,1.0
20041226,CAR,TAM,37,20,1.5,1.0
20041226,CHI,DET,13,19,6,0.0
20041226,CLE,MIA,7,10,9,1.0
20041226,HOU,JAX,21,0,6.5,1.0
20041226,NWE,NYJ,23,7,0,1.0
20041226,NYG,CIN,22,23,6.5,1.0
20041226,SDG,IND,31,34,7,1.0
20041226,WAS,DAL,10,13,-2.5,0.0
20041227,PHI,STL,7,20,4,0.0
20050102,ATL,SEA,26,28,5.5,1.0
20050102,CIN,PHI,38,10,-4,1.0
20050102,CLE,HOU,22,14,10,1.0
20050102,DAL,NYG,24,28,1,0.0
20050102,DET,TEN,19,24,-2.5,0.0
20050102,GNB,CHI,31,14,3,1.0
20050102,IND,DEN,14,33,10,0.0
20050102,JAX,OAK,13,6,-2.5,1.0
20050102,KAN,SDG,17,24,-6.5,0.0
20050102,MIA,BAL,23,30,11,1.0
20050102,MIN,WAS,18,21,-4,0.0
20050102,NOR,CAR,21,18,7,1.0
20050102,NYJ,STL,29,32,-3.5,0.0
20050102,PIT,BUF,29,24,9.5,1.0
20050102,SFO,NWE,7,21,13,0.0
20050102,TAM,ARI,7,12,4,0.0
20050908,OAK,NWE,20,30,7.5,0.0
20050911,ARI,NYG,19,42,1.5,0.0
20050911,CHI,WAS,7,9,6,1.0
20050911,CIN,CLE,27,13,-3.5,1.0
20050911,DAL,SDG,28,24,5,1.0
20050911,DEN,MIA,10,34,-4.5,0.0
20050911,GNB,DET,3,17,3,0.0
20050911,HOU,BUF,7,22,4.5,0.0
20050911,IND,BAL,24,7,-3,1.0
20050911,NOR,CAR,23,20,6.5,1.0
20050911,NYJ,KAN,7,27,3,0.0
20050911,SEA,JAX,14,26,3,0.0
20050911,STL,SFO,25,28,-4.5,0.0
20050911,TAM,MIN,24,13,6,1.0
20050911,TEN,PIT,7,34,7,0.0
20050912,PHI,ATL,10,14,-2,0.0
20050918,ATL,SEA,18,21,1,0.0
20050918,BAL,TEN,10,25,-3.5,0.0
20050918,BUF,TAM,3,19,2.5,0.0
20050918,CLE,GNB,26,24,7,1.0
20050918,DET,CHI,6,38,-2.5,0.0
20050918,JAX,IND,3,10,9,1.0
20050918,KAN,OAK,23,17,-1.5,1.0
20050918,MIA,NYJ,7,17,6,0.0
20050918,MIN,CIN,8,37,3,0.0
20050918,NWE,CAR,17,27,-3,0.0
20050918,PIT,HOU,27,7,-4.5,1.0
20050918,SDG,DEN,17,20,3,0.0
20050918,SFO,PHI,3,42,11.5,0.0
20050918,STL,ARI,17,12,-1,1.0
20050919,NOR,NYG,10,27,3,0.0
20050919,WAS,DAL,14,13,6,1.0
20050925,ARI,SEA,12,37,6.5,0.0
20050925,ATL,BUF,24,16,3,1.0
20050925,CAR,MIA,24,27,-3.5,0.0
20050925,CIN,CHI,24,7,-3,1.0
20050925,CLE,IND,6,13,13.5,1.0
20050925,DAL,SFO,34,31,-6.5,0.0
20050925,JAX,NYJ,26,20,2.5,1.0
20050925,NOR,MIN,16,33,3.5,0.0
20050925,NWE,PIT,23,20,3,1.0
20050925,NYG,SDG,23,45,5.5,0.0
20050925,OAK,PHI,20,23,8.5,1.0
20050925,TAM,GNB,17,16,-3,0.0
20050925,TEN,STL,27,31,6.5,1.0
20050926,KAN,DEN,10,30,2.5,0.0
20051002,BUF,NOR,7,19,-1,0.0
20051002,DAL,OAK,13,19,3,0.0
20051002,DEN,JAX,20,7,4,1.0
20051002,DET,TAM,13,17,6.5,1.0
20051002,HOU,CIN,10,16,9.5,1.0
20051002,IND,TEN,31,10,-7,1.0
20051002,MIN,ATL,10,30,6,0.0
20051002,NYJ,BAL,3,13,7.5,0.0
20051002,PHI,KAN,37,31,2.5,1.0
20051002,SDG,NWE,41,17,5.5,1.0
20051002,SEA,WAS,17,20,2,0.0
20051002,SFO,ARI,14,31,3,0.0
20051002,STL,NYG,24,44,3,0.0
20051003,GNB,CAR,29,32,3,0.0
20051009,BAL,DET,17,35,2,0.0
20051009,CAR,ARI,24,20,-3,1.0
20051009,CHI,CLE,10,20,3,0.0
20051009,CIN,JAX,20,23,3,0.0
20051009,IND,SFO,28,3,-14,1.0
20051009,MIA,BUF,14,20,2.5,0.0
20051009,NOR,GNB,3,52,3,0.0
20051009,NWE,ATL,31,28,2.5,1.0
20051009,PHI,DAL,10,33,-3.5,0.0
20051009,SEA,STL,37,31,3,1.0
20051009,TAM,NYJ,12,14,-3.5,0.0
20051009,TEN,HOU,34,20,1.5,1.0
20051009,WAS,DEN,19,21,7,1.0
20051010,PIT,SDG,24,22,3,1.0
20051016,ATL,NOR,34,31,-4,0.0
20051016,CAR,DET,21,20,0,1.0
20051016,CIN,TEN,31,23,-3,1.0
20051016,CLE,BAL,3,16,4,0.0
20051016,HOU,SEA,10,42,8.5,0.0
20051016,JAX,PIT,23,17,5,1.0
20051016,MIA,TAM,13,27,4.5,0.0
20051016,MIN,CHI,3,28,2,0.0
20051016,NWE,DEN,20,28,3,0.0
20051016,NYG,DAL,13,16,3.5,1.0
20051016,NYJ,BUF,17,27,3,0.0
20051016,SDG,OAK,27,14,0,1.0
20051016,WAS,KAN,21,28,6.5,0.0
20051017,STL,IND,28,45,13,0.0
20051021,KAN,MIA,30,20,-1,1.0
20051023,BAL,CHI,6,10,1,0.0
20051023,BUF,OAK,17,38,3,0.0
20051023,DAL,SEA,10,13,3,0.0
20051023,DEN,NYG,23,24,2,1.0
20051023,DET,CLE,13,10,3,1.0
20051023,GNB,MIN,20,23,2,0.0
20051023,IND,HOU,38,20,-14.5,1.0
20051023,NOR,STL,17,28,5,0.0
20051023,PIT,CIN,27,13,3,1.0
20051023,SDG,PHI,17,20,4,1.0
20051023,SFO,WAS,17,52,11.5,0.0
20051023,TEN,ARI,10,20,3,0.0
20051024,NYJ,ATL,14,27,7.5,0.0
20051030,ARI,DAL,13,34,7,0.0
20051030,BUF,NWE,16,21,7,1.0
20051030,CHI,DET,19,13,3,1.0
20051030,CLE,HOU,16,19,2,0.0
20051030,GNB,CIN,14,21,7,0.0
20051030,JAX,STL,21,24,-3,0.0
20051030,KAN,SDG,20,28,5,0.0
20051030,MIA,NOR,21,6,2,1.0
20051030,MIN,CAR,13,38,8,0.0
20051030,OAK,TEN,34,25,-2,1.0
20051030,PHI,DEN,21,49,3,0.0
20051030,TAM,SFO,10,15,-11.5,0.0
20051030,WAS,NYG,0,36,3,0.0
20051031,BAL,PIT,19,20,8.5,1.0
20051106,ATL,MIA,17,10,-2,1.0
20051106,CAR,TAM,34,14,0,1.0
20051106,CHI,NOR,20,17,-2.5,1.0
20051106,CIN,BAL,21,9,-3.5,1.0
20051106,DET,MIN,14,27,-1.5,0.0
20051106,HOU,JAX,14,21,11,1.0
20051106,NYG,SFO,24,6,-9.5,1.0
20051106,OAK,KAN,23,27,4.5,1.0
20051106,PHI,WAS,10,17,0,0.0
20051106,PIT,GNB,20,10,-6.5,1.0
20051106,SDG,NYJ,31,26,-5.5,0.0
20051106,SEA,ARI,33,19,-4.5,1.0
20051106,TEN,CLE,14,20,3,0.0
20051107,IND,NWE,40,21,-3,1.0
20051113,ARI,DET,21,29,4,0.0
20051113,BAL,JAX,3,30,8,0.0
20051113,CLE,PIT,21,34,7.5,0.0
20051113,DEN,OAK,31,17,-2.5,1.0
20051113,GNB,ATL,33,25,9.5,1.0
20051113,HOU,IND,17,31,17,1.0
20051113,KAN,BUF,3,14,2.5,0.0
20051113,MIN,NYG,24,21,10,1.0
20051113,NWE,MIA,23,16,-2.5,1.0
20051113,NYJ,CAR,3,30,9.5,0.0
20051113,SFO,CHI,9,17,12,1.0
20051113,STL,SEA,16,31,7,0.0
20051113,WAS,TAM,35,36,-1,0.0
20051114,DAL,PHI,21,20,3,1.0
20051120,ARI,STL,38,28,9,1.0
20051120,BUF,SDG,10,48,9,0.0
20051120,CAR,CHI,3,13,-3,0.0
20051120,DET,DAL,7,20,8,0.0
20051120,IND,CIN,45,37,-4.5,1.0
20051120,JAX,TEN,31,28,-4,0.0
20051120,KAN,HOU,45,17,-6.5,1.0
20051120,MIA,CLE,0,22,2.5,0.0
20051120,NOR,NWE,17,24,10,1.0
20051120,NYJ,DEN,0,27,13,0.0
20051120,OAK,WAS,16,13,6,1.0
20051120,PHI,NYG,17,27,3.5,0.0
20051120,PIT,BAL,13,16,-4,0.0
20051120,SEA,SFO,27,25,-12,0.0
20051120,TAM,ATL,30,27,6,1.0
20051121,MIN,GNB,20,17,3.5,1.0
20051124,ATL,DET,27,7,-3,1.0
20051124,DEN,DAL,24,21,1.5,1.0
20051127,BAL,CIN,29,42,9,0.0
20051127,CAR,BUF,13,9,-4,0.0
20051127,CHI,TAM,13,10,3,1.0
20051127,CLE,MIN,12,24,3.5,0.0
20051127,GNB,PHI,14,19,3.5,0.0
20051127,JAX,ARI,24,17,-3.5,1.0
20051127,MIA,OAK,33,21,7,1.0
20051127,NOR,NYJ,21,19,-1,1.0
20051127,NWE,KAN,16,26,3,0.0
20051127,NYG,SEA,21,24,5.5,1.0
20051127,SDG,WAS,23,17,-3,1.0
20051127,SFO,TEN,22,33,7,0.0
20051127,STL,HOU,33,27,-3.5,1.0
20051128,PIT,IND,7,26,8,0.0
20051204,ARI,SFO,17,10,-3,1.0
20051204,ATL,CAR,6,24,3,0.0
20051204,BUF,MIA,23,24,3,1.0
20051204,CIN,PIT,38,31,4,1.0
20051204,DAL,NYG,10,17,3,0.0
20051204,DEN,KAN,27,31,0,0.0
20051204,GNB,CHI,7,19,7,0.0
20051204,HOU,BAL,15,16,7,1.0
20051204,JAX,CLE,20,14,-3,1.0
20051204,MIN,DET,21,16,-3,1.0
20051204,NYJ,NWE,3,16,7.5,0.0
20051204,OAK,SDG,10,34,10,0.0
20051204,TAM,NOR,10,3,-3.5,1.0
20051204,TEN,IND,3,35,14,0.0
20051204,WAS,STL,24,9,-3,1.0
20051205,SEA,PHI,42,0,-3,1.0
20051211,BAL,DEN,10,12,14,1.0
20051211,CHI,PIT,9,21,4,0.0
20051211,CLE,CIN,20,23,12.5,1.0
20051211,DET,GNB,13,16,5.5,1.0
20051211,HOU,TEN,10,13,6.5,1.0
20051211,IND,JAX,26,18,-7.5,1.0
20051211,KAN,DAL,28,31,3,0.0
20051211,MIA,SDG,23,21,13.5,1.0
20051211,NWE,BUF,35,7,-3.5,1.0
20051211,NYG,PHI,26,23,-3,0.0
20051211,OAK,NYJ,10,26,-3,0.0
20051211,SFO,SEA,3,41,15.5,0.0
20051211,STL,MIN,13,27,7,0.0
20051211,TAM,CAR,20,10,5.5,1.0
20051211,WAS,ARI,17,13,-3,1.0
20051212,NOR,ATL,17,36,10,0.0
20051217,DEN,BUF,28,17,-8,1.0
20051217,KAN,NYG,17,27,3,0.0
20051217,TAM,NWE,0,28,4.5,0.0
20051218,ARI,HOU,19,30,-1,0.0
20051218,ATL,CHI,3,16,3,0.0
20051218,CAR,NOR,27,10,-7,1.0
20051218,CIN,DET,41,17,-7.5,1.0
20051218,CLE,OAK,9,7,3,1.0
20051218,DAL,WAS,7,35,3,0.0
20051218,NYJ,MIA,20,24,7.5,1.0
20051218,PHI,STL,17,16,3,1.0
20051218,PIT,MIN,18,3,-3,1.0
20051218,SDG,IND,26,17,7.5,1.0
20051218,SEA,TEN,28,24,-7.5,0.0
20051218,SFO,JAX,9,10,14.5,1.0
20051219,GNB,BAL,3,48,3.5,0.0
20051224,ATL,TAM,24,27,3,0.0
20051224,BUF,CIN,37,27,13,1.0
20051224,DAL,CAR,24,20,5.5,1.0
20051224,DET,NOR,13,12,3,1.0
20051224,IND,SEA,13,28,7,0.0
20051224,JAX,HOU,38,20,-6,1.0
20051224,NYG,WAS,20,35,3,0.0
20051224,OAK,DEN,3,22,12.5,0.0
20051224,PHI,ARI,21,27,1,0.0
20051224,PIT,CLE,41,0,-7,1.0
20051224,SDG,KAN,7,20,1,0.0
20051224,SFO,STL,24,20,9,1.0
20051224,TEN,MIA,10,24,5.5,0.0
20051225,CHI,GNB,24,17,-7,0.0
20051225,MIN,BAL,23,30,2.5,0.0
20051226,NWE,NYJ,31,21,-4,1.0
20051231,DEN,SDG,23,7,7,1.0
20051231,NYG,OAK,30,21,-7.5,1.0
20060101,ARI,IND,13,17,6,1.0
20060101,BAL,CLE,16,20,-3,0.0
20060101,BUF,NYJ,26,30,1.5,0.0
20060101,CAR,ATL,44,11,-3.5,1.0
20060101,CHI,MIN,10,34,3,0.0
20060101,CIN,KAN,3,37,7.5,0.0
20060101,DET,PIT,21,35,15.5,1.0
20060101,HOU,SFO,17,20,-1,0.0
20060101,MIA,NWE,28,26,3,1.0
20060101,NOR,TAM,13,27,13,0.0
20060101,SEA,GNB,17,23,3,0.0
20060101,STL,DAL,20,10,12.5,1.0
20060101,TEN,JAX,13,40,4,0.0
20060101,WAS,PHI,31,20,-7,1.0
20060907,MIA,PIT,17,28,1.5,0.0
20060910,ATL,CAR,20,6,4.5,1.0
20060910,BAL,TAM,27,0,3,1.0
20060910,BUF,NWE,17,19,10,1.0
20060910,CHI,GNB,26,0,-3.5,1.0
20060910,CIN,KAN,23,10,-1.5,1.0
20060910,DAL,JAX,17,24,-2.5,0.0
20060910,DEN,STL,10,18,-3.5,0.0
20060910,IND,NYG,26,21,-3,1.0
20060910,NOR,CLE,19,14,3,1.0
20060910,NYJ,TEN,23,16,2.5,1.0
20060910,PHI,HOU,24,10,-6,1.0
20060910,SEA,DET,9,6,-6,0.0
20060910,SFO,ARI,27,34,9.5,1.0
20060911,MIN,WAS,19,16,4,1.0
20060911,SDG,OAK,27,0,-3,1.0
20060917,ARI,SEA,10,21,7,0.0
20060917,BUF,MIA,16,6,6.5,1.0
20060917,CAR,MIN,13,16,2,0.0
20060917,CLE,CIN,17,34,10.5,0.0
20060917,DET,CHI,7,34,7,0.0
20060917,HOU,IND,24,43,12.5,0.0
20060917,KAN,DEN,6,9,11,1.0
20060917,NOR,GNB,34,27,-1,1.0
20060917,NWE,NYJ,24,17,-6,1.0
20060917,NYG,PHI,30,24,3,1.0
20060917,OAK,BAL,6,28,13,0.0
20060917,STL,SFO,13,20,-3,0.0
20060917,TAM,ATL,3,14,4.5,0.0
20060917,TEN,SDG,7,40,12,0.0
20060917,WAS,DAL,10,27,7,0.0
20060918,PIT,JAX,0,9,-2.5,0.0
20060924,BAL,CLE,15,14,-6.5,0.0
20060924,CAR,TAM,26,24,-3,0.0
20060924,CHI,MIN,19,16,-3.5,0.0
20060924,CIN,PIT,28,20,2,1.0
20060924,DEN,NWE,17,7,6.5,1.0
20060924,GNB,DET,31,24,6.5,1.0
20060924,JAX,IND,14,21,6.5,0.0
20060924,NYG,SEA,30,42,4,0.0
20060924,NYJ,BUF,28,20,6,1.0
20060924,PHI,SFO,38,24,-6,1.0
20060924,STL,ARI,16,14,5.5,1.0
20060924,TEN,MIA,10,13,10.5,1.0
20060924,WAS,HOU,31,15,-3.5,1.0
20060925,ATL,NOR,3,23,-4,0.0
20061001,ARI,ATL,10,32,7.5,0.0
20061001,CLE,OAK,24,21,-2.5,1.0
20061001,DAL,TEN,45,14,-9.5,1.0
20061001,DET,STL,34,41,5,0.0
20061001,IND,NYJ,31,28,-8,0.0
20061001,JAX,WAS,30,36,-3,0.0
20061001,MIA,HOU,15,17,-4,0.0
20061001,MIN,BUF,12,17,1,0.0
20061001,NOR,CAR,18,21,7.5,1.0
20061001,NWE,CIN,38,13,6,1.0
20061001,SDG,BAL,13,16,-1,0.0
20061001,SEA,CHI,6,37,3.5,0.0
20061001,SFO,KAN,0,41,7,0.0
20061002,GNB,PHI,9,31,11.5,0.0
20061008,BUF,CHI,7,40,9.5,0.0
20061008,CLE,CAR,12,20,7.5,0.0
20061008,DAL,PHI,24,38,2,0.0
20061008,DET,MIN,17,26,6,0.0
20061008,KAN,ARI,23,20,-3.5,0.0
20061008,MIA,NWE,10,20,9.5,0.0
20061008,NYJ,JAX,0,41,7,0.0
20061008,OAK,SFO,20,34,3.5,0.0
20061008,PIT,SDG,13,23,3,0.0
20061008,STL,GNB,24,21,-2.5,1.0
20061008,TAM,NOR,21,24,7,1.0
20061008,TEN,IND,13,14,18,1.0
20061008,WAS,NYG,3,19,5.5,0.0
20061009,BAL,DEN,3,13,5,0.0
20061015,BUF,DET,17,20,-1,0.0
20061015,CAR,BAL,23,21,3,1.0
20061015,CIN,TAM,13,14,-5,0.0
20061015,HOU,DAL,6,34,13,0.0
20061015,KAN,PIT,7,45,6.5,0.0
20061015,MIA,NYJ,17,20,2.5,0.0
20061015,NYG,ATL,27,14,3,1.0
20061015,OAK,DEN,3,13,16,1.0
20061015,PHI,NOR,24,27,-3,0.0
20061015,SDG,SFO,48,19,-10,1.0
20061015,SEA,STL,30,28,-3,0.0
20061015,TEN,WAS,25,22,12,1.0
20061016,CHI,ARI,24,23,-13,0.0
20061022,ARI,OAK,9,22,-3,0.0
20061022,CAR,CIN,14,17,3,0.0
20061022,DEN,CLE,17,7,-4.5,1.0
20061022,DET,NYJ,24,31,3.5,0.0
20061022,GNB,MIA,34,24,5.5,1.0
20061022,JAX,HOU,7,27,-8,0.0
20061022,MIN,SEA,31,13,7,1.0
20061022,NWE,BUF,28,6,-5.5,1.0
20061022,PHI,TAM,21,23,-6,0.0
20061022,PIT,ATL,38,41,-3,0.0
20061022,SDG,KAN,27,30,-5.5,0.0
20061022,WAS,IND,22,36,8.5,0.0
20061023,NYG,DAL,36,22,3,1.0
20061029,ARI,GNB,14,31,4,0.0
20061029,ATL,CIN,29,27,4.5,1.0
20061029,BAL,NOR,35,22,2,1.0
20061029,DAL,CAR,35,14,5.5,1.0
20061029,HOU,TEN,22,28,3,0.0
20061029,IND,DEN,34,31,3,1.0
20061029,JAX,PHI,13,6,8,1.0
20061029,NYJ,CLE,13,20,1.5,0.0
20061029,PIT,OAK,13,20,-9,0.0
20061029,SEA,KAN,28,35,5,0.0
20061029,SFO,CHI,10,41,16.5,0.0
20061029,STL,SDG,24,38,9,0.0
20061029,TAM,NYG,3,17,9.5,0.0
20061030,NWE,MIN,31,7,-2.5,1.0
20061105,ATL,DET,14,30,5,0.0
20061105,CIN,BAL,20,26,3,0.0
20061105,CLE,SDG,25,32,13.5,1.0
20061105,DAL,WAS,19,22,-3,0.0
20061105,DEN,PIT,31,20,2.5,1.0
20061105,GNB,BUF,10,24,3,0.0
20061105,HOU,NYG,10,14,13,1.0
20061105,IND,NWE,27,20,2.5,1.0
20061105,KAN,STL,31,17,3,1.0
20061105,MIA,CHI,31,13,13.5,1.0
20061105,MIN,SFO,3,9,-4,0.0
20061105,NOR,TAM,31,14,1.5,1.0
20061105,TEN,JAX,7,37,9.5,0.0
20061106,OAK,SEA,0,16,7.5,0.0
20061112,BAL,TEN,27,26,-7.5,0.0
20061112,BUF,IND,16,17,12.5,1.0
20061112,CHI,NYG,38,20,1,1.0
20061112,CLE,ATL,17,13,7.5,1.0
20061112,DAL,ARI,27,10,-6.5,1.0
20061112,DEN,OAK,17,13,-8,0.0
20061112,GNB,MIN,23,17,5,1.0
20061112,HOU,JAX,13,10,10.5,1.0
20061112,KAN,MIA,10,13,2,0.0
20061112,NOR,PIT,31,38,6.5,0.0
20061112,NYJ,NWE,17,14,10.5,1.0
20061112,SDG,CIN,49,41,-1.5,1.0
20061112,SFO,DET,19,13,6,1.0
20061112,STL,SEA,22,24,3,1.0
20061112,WAS,PHI,3,27,8,0.0
20061113,TAM,CAR,10,24,10,0.0
20061119,ATL,BAL,10,24,3.5,0.0
20061119,BUF,HOU,24,21,2.5,1.0
20061119,CHI,NYJ,10,0,-5.5,1.0
20061119,CIN,NOR,31,16,3,1.0
20061119,DET,ARI,10,17,2.5,0.0
20061119,IND,DAL,14,21,-1,0.0
20061119,MIN,MIA,20,24,3,0.0
20061119,NWE,GNB,35,0,-6,1.0
20061119,OAK,KAN,13,17,9,1.0
20061119,PIT,CLE,24,20,-4,0.0
20061119,SDG,DEN,35,27,2.5,1.0
20061119,SEA,SFO,14,20,-3,0.0
20061119,STL,CAR,0,15,6.5,0.0
20061119,TEN,PHI,31,13,13,1.0
20061119,WAS,TAM,17,20,3,0.0
20061120,NYG,JAX,10,26,3.5,0.0
20061123,DEN,KAN,10,19,1,0.0
20061123,MIA,DET,27,10,-2.5,1.0
20061123,TAM,DAL,10,38,11,0.0
20061126,ARI,MIN,26,31,6,1.0
20061126,CAR,WAS,13,17,-6,0.0
20061126,CHI,NWE,13,17,3.5,0.0
20061126,CIN,CLE,30,0,-3,1.0
20061126,HOU,NYJ,11,26,5.5,0.0
20061126,JAX,BUF,24,27,-3,0.0
20061126,NOR,ATL,31,13,3,1.0
20061126,NYG,TEN,21,24,-3.5,0.0
20061126,OAK,SDG,14,21,13,1.0
20061126,PHI,IND,21,45,9.5,0.0
20061126,PIT,BAL,0,27,3,0.0
20061126,SFO,STL,17,20,4.5,1.0
20061127,GNB,SEA,24,34,10,0.0
20061130,BAL,CIN,7,13,2.5,0.0
20061203,ARI,STL,34,20,6.5,1.0
20061203,ATL,WAS,24,14,1.5,1.0
20061203,DAL,NYG,23,20,-3.5,0.0
20061203,DET,NWE,21,28,13.5,1.0
20061203,HOU,OAK,23,14,3.5,1.0
20061203,IND,TEN,17,20,-7.5,0.0
20061203,JAX,MIA,24,10,0,1.0
20061203,KAN,CLE,28,31,-5,0.0
20061203,MIN,CHI,13,23,9,0.0
20061203,NYJ,GNB,38,10,0,1.0
20061203,SDG,BUF,24,21,-5.5,0.0
20061203,SEA,DEN,23,20,4,1.0
20061203,SFO,NOR,10,34,7,0.0
20061203,TAM,PIT,3,20,7,0.0
20061204,CAR,PHI,24,27,-3,0.0
20061207,CLE,PIT,7,27,7.5,0.0
20061210,ATL,TAM,17,6,-3,1.0
20061210,BAL,KAN,20,10,3,1.0
20061210,BUF,NYJ,31,13,3.5,1.0
20061210,DEN,SDG,20,48,7,0.0
20061210,GNB,SFO,30,19,4,1.0
20061210,IND,JAX,17,44,-1,0.0
20061210,MIN,DET,30,20,1,1.0
20061210,NOR,DAL,42,17,6.5,1.0
20061210,NWE,MIA,0,21,-3,0.0
20061210,NYG,CAR,27,13,-2.5,1.0
20061210,OAK,CIN,10,27,10.5,0.0
20061210,PHI,WAS,21,19,-2,0.0
20061210,SEA,ARI,21,27,-3.5,0.0
20061210,TEN,HOU,26,20,1.5,1.0
20061211,CHI,STL,42,27,-6.5,1.0
20061214,SFO,SEA,24,14,10,1.0
20061216,DAL,ATL,38,28,-3.5,1.0
20061217,CLE,BAL,17,27,12,1.0
20061217,DEN,ARI,37,20,-2.5,1.0
20061217,DET,GNB,9,17,6,0.0
20061217,HOU,NWE,7,40,12.5,0.0
20061217,JAX,TEN,17,24,-3.5,0.0
20061217,KAN,SDG,9,20,9,0.0
20061217,MIA,BUF,0,21,1,0.0
20061217,NYJ,MIN,26,13,3,1.0
20061217,PHI,NYG,36,22,6,1.0
20061217,PIT,CAR,37,3,-2.5,1.0
20061217,STL,OAK,20,0,2,1.0
20061217,TAM,CHI,31,34,13.5,1.0
20061217,WAS,NOR,16,10,9.5,1.0
20061218,CIN,IND,16,34,3.5,0.0
20061221,MIN,GNB,7,9,4,1.0
20061223,KAN,OAK,20,9,-7,1.0
20061224,ARI,SFO,26,20,4,1.0
20061224,BAL,PIT,31,7,4,1.0
20061224,CAR,ATL,10,3,6,1.0
20061224,CHI,DET,26,21,-6,0.0
20061224,CIN,DEN,23,24,3,1.0
20061224,IND,HOU,24,27,-9.5,0.0
20061224,NOR,NYG,30,7,3,1.0
20061224,NWE,JAX,24,21,3,1.0
20061224,SDG,SEA,20,17,-4.5,0.0
20061224,TAM,CLE,22,7,3,1.0
20061224,TEN,BUF,30,29,5.5,1.0
20061224,WAS,STL,31,37,2,0.0
20061225,NYJ,MIA,13,10,3,1.0
20061225,PHI,DAL,23,7,7,1.0
20061230,NYG,WAS,34,28,-2,1.0
20061231,ARI,SDG,20,27,14,1.0
20061231,ATL,PHI,17,24,8.5,1.0
20061231,BUF,BAL,7,19,9,0.0
20061231,CAR,NOR,31,21,-2,1.0
20061231,CLE,HOU,6,14,6,0.0
20061231,DET,DAL,39,31,14,1.0
20061231,GNB,CHI,26,7,2.5,1.0
20061231,JAX,KAN,30,35,2.5,0.0
20061231,MIA,IND,22,27,9,1.0
20061231,NWE,TEN,40,23,3,1.0
20061231,OAK,NYJ,3,23,10.5,0.0
20061231,PIT,CIN,23,17,6,1.0
20061231,SEA,TAM,23,7,3,1.0
20061231,SFO,DEN,26,23,10,1.0
20061231,STL,MIN,41,21,-2.5,1.0
20070906,NOR,IND,10,41,5.5,0.0
20070909,ATL,MIN,3,24,3,0.0
20070909,CAR,STL,27,13,1,1.0
20070909,CHI,SDG,3,14,6,0.0
20070909,DEN,BUF,15,14,-3,0.0
20070909,DET,OAK,36,21,2.5,1.0
20070909,KAN,HOU,3,20,3,0.0
20070909,MIA,WAS,13,16,3,0.0
20070909,NWE,NYJ,38,14,-6.5,1.0
20070909,NYG,DAL,35,45,6.5,0.0
20070909,PHI,GNB,13,16,-3,0.0
20070909,PIT,CLE,34,7,-4.5,1.0
20070909,TAM,SEA,6,20,6,0.0
20070909,TEN,JAX,13,10,7,1.0
20070910,ARI,SFO,17,20,3,0.0
20070910,BAL,CIN,20,27,2.5,0.0
20070916,ATL,JAX,7,13,10,1.0
20070916,BUF,PIT,3,26,10,0.0
20070916,CIN,CLE,45,51,-7,0.0
20070916,DAL,MIA,37,20,-3.5,1.0
20070916,GNB,NYG,35,13,2.5,1.0
20070916,HOU,CAR,34,21,6.5,1.0
20070916,IND,TEN,22,20,-7,0.0
20070916,KAN,CHI,10,20,12,1.0
20070916,MIN,DET,17,20,3,0.0
20070916,NOR,TAM,14,31,-4,0.0
20070916,NYJ,BAL,13,20,10,1.0
20070916,OAK,DEN,20,23,10,1.0
20070916,SDG,NWE,14,38,3.5,0.0
20070916,SEA,ARI,20,23,-2.5,0.0
20070916,SFO,STL,17,16,3,1.0
20070917,WAS,PHI,20,12,7,1.0
20070923,ARI,BAL,23,26,7,1.0
20070923,BUF,NWE,7,38,16.5,0.0
20070923,CAR,ATL,27,20,-4,1.0
20070923,CIN,SEA,21,24,3,0.0
20070923,CLE,OAK,24,26,3,1.0
20070923,DAL,CHI,34,10,3,1.0
20070923,DET,PHI,21,56,5,0.0
20070923,IND,HOU,30,24,-6.5,0.0
20070923,JAX,DEN,23,14,3,1.0
