date,vis,hom,vis_score,hom_score,line,tag
20021027,DEN,NWE,24,16,3,1.0
20021027,DET,BUF,17,24,7.5,1.0
20021027,HOU,JAX,21,19,11,1.0
20021027,IND,WAS,21,26,1,0.0
20021027,OAK,KAN,10,20,-2.5,0.0
20021027,PIT,BAL,31,18,-3,1.0
20021027,SEA,DAL,17,14,2,1.0
20021027,TAM,CAR,12,9,-8,0.0
20021027,TEN,CIN,30,24,-4.5,1.0
20021028,NYG,PHI,3,17,7,0.0
20021103,BAL,ATL,17,20,7,1.0
20021103,CIN,HOU,38,3,2.5,1.0
20021103,DAL,DET,7,9,3,1.0
20021103,JAX,NYG,17,24,3,0.0
20021103,MIN,TAM,24,38,7.5,0.0
20021103,NWE,BUF,38,7,3,1.0
20021103,NYJ,SDG,44,13,8.5,1.0
20021103,PHI,CHI,19,13,-7,0.0
20021103,PIT,CLE,23,20,-3.5,0.0
20021103,SFO,OAK,23,20,3,1.0
20021103,STL,ARI,27,14,-5,1.0
20021103,TEN,IND,23,15,3,1.0
20021103,WAS,SEA,14,3,2,1.0
20021104,MIA,GNB,10,24,4.5,0.0
20021110,ATL,PIT,34,34,5.5,1.0
20021110,CIN,BAL,27,38,4,0.0
20021110,DET,GNB,14,40,10.5,0.0
20021110,HOU,TEN,10,17,9,1.0
20021110,IND,PHI,35,13,9.5,1.0
20021110,KAN,SFO,13,17,5,1.0
20021110,MIA,NYJ,10,13,2.5,0.0
20021110,NOR,CAR,34,24,-4,1.0
20021110,NWE,CHI,33,30,-5,0.0
20021110,NYG,MIN,27,20,-1.5,1.0
20021110,SDG,STL,24,28,6,1.0
20021110,SEA,ARI,27,6,3,1.0
20021110,WAS,JAX,7,26,1.5,0.0
20021111,OAK,DEN,34,10,6,1.0
20021117,ARI,PHI,14,38,12,0.0
20021117,BAL,MIA,7,26,5,0.0
20021117,BUF,KAN,16,17,3.5,1.0
20021117,CAR,TAM,10,23,8,0.0
20021117,CLE,CIN,27,20,-3,1.0
20021117,DAL,IND,3,20,6.5,0.0
20021117,DEN,SEA,31,9,-5.5,1.0
20021117,GNB,MIN,21,31,-6.5,0.0
20021117,JAX,HOU,24,21,-6.5,0.0
20021117,NOR,ATL,17,24,1.5,0.0
20021117,NWE,OAK,20,27,4.5,0.0
20021117,NYJ,DET,31,14,-3,1.0
20021117,PIT,TEN,23,31,-3,0.0
20021117,SFO,SDG,17,20,-2.5,0.0
20021117,WAS,NYG,17,19,3.5,1.0
20021118,CHI,STL,16,21,10.5,1.0
20021124,ATL,CAR,41,0,-3.5,1.0
20021124,BUF,NYJ,13,31,3,0.0
20021124,CIN,PIT,21,29,10.5,1.0
20021124,CLE,NOR,24,15,5.5,1.0
20021124,DET,CHI,17,20,5,1.0
20021124,GNB,TAM,7,21,3,0.0
20021124,IND,DEN,23,20,6,1.0
20021124,JAX,DAL,19,21,-2.5,0.0
20021124,KAN,SEA,32,39,-3.5,0.0
20021124,MIN,NWE,17,24,8,1.0
20021124,NYG,HOU,14,16,-5.5,0.0
20021124,OAK,ARI,41,20,-9.5,1.0
20021124,SDG,MIA,3,30,4,0.0
20021124,STL,WAS,17,20,-3.5,0.0
20021124,TEN,BAL,12,13,-2.5,0.0
20021125,PHI,SFO,38,17,7,1.0
20021128,NWE,DET,20,12,-6,1.0
20021128,WAS,DAL,20,27,-1,0.0
20021201,ARI,KAN,0,49,9,0.0
20021201,ATL,MIN,30,24,-3.5,1.0
20021201,BAL,CIN,27,23,-2.5,1.0
20021201,CAR,CLE,13,6,7.5,1.0
20021201,CHI,GNB,20,30,9.5,0.0
20021201,DEN,SDG,27,30,-3,0.0
20021201,HOU,IND,3,19,11.5,0.0
20021201,MIA,BUF,21,38,-2,0.0
20021201,PIT,JAX,25,23,-3,0.0
20021201,SEA,SFO,24,31,8.5,1.0
20021201,STL,PHI,3,10,-2,0.0
20021201,TAM,NOR,20,23,-1.5,0.0
20021201,TEN,NYG,32,29,3,1.0
20021202,NYJ,OAK,20,26,6,0.0
20021208,ATL,TAM,10,34,3.5,0.0
20021208,BUF,NWE,17,27,3.5,0.0
20021208,CIN,CAR,31,52,3,0.0
20021208,CLE,JAX,21,20,2.5,1.0
20021208,DEN,NYJ,13,19,-1.5,0.0
20021208,DET,ARI,20,23,-1,0.0
20021208,HOU,PIT,24,6,14,1.0
20021208,IND,TEN,17,27,-1,0.0
20021208,MIN,GNB,22,26,9.5,1.0
20021208,NOR,BAL,37,25,-2,1.0
20021208,NYG,WAS,27,21,3,1.0
20021208,OAK,SDG,27,7,-3.5,1.0
20021208,PHI,SEA,27,20,-3,1.0
20021208,SFO,DAL,31,27,-4.5,0.0
20021208,STL,KAN,10,49,4.5,0.0
20021209,CHI,MIA,9,27,10.5,0.0
20021215,ARI,STL,28,30,11,1.0
20021215,BAL,HOU,23,19,-3,1.0
20021215,CAR,PIT,14,30,9,0.0
20021215,DAL,NYG,7,37,5,0.0
20021215,GNB,SFO,20,14,3,1.0
20021215,IND,CLE,28,23,-2,1.0
20021215,JAX,CIN,29,15,-3,1.0
20021215,KAN,DEN,24,31,3.5,0.0
20021215,MIN,NOR,32,31,7,1.0
20021215,NYJ,CHI,13,20,-6.5,0.0
20021215,OAK,MIA,17,23,1.5,0.0
20021215,SDG,BUF,13,20,3,0.0
20021215,SEA,ATL,30,24,9.5,1.0
20021215,TAM,DET,23,20,-9.5,0.0
20021215,WAS,PHI,21,34,7.5,0.0
20021216,NWE,TEN,7,24,2.5,0.0
20021221,MIA,MIN,17,20,-3,0.0
20021221,PHI,DAL,27,3,-7,1.0
20021221,SFO,ARI,17,14,-3.5,0.0
20021222,BUF,GNB,0,10,6.5,0.0
20021222,CHI,CAR,14,24,4,0.0
20021222,CLE,BAL,14,13,2.5,1.0
20021222,DEN,OAK,16,28,3.5,0.0
20021222,DET,ATL,15,36,10.5,0.0
20021222,HOU,WAS,10,26,6.5,0.0
20021222,NOR,CIN,13,20,-7,0.0
20021222,NYG,IND,44,27,4.5,1.0
20021222,NYJ,NWE,30,17,3.5,1.0
20021222,SDG,KAN,22,24,1.5,0.0
20021222,STL,SEA,10,30,2.5,0.0
20021222,TEN,JAX,28,10,-3,1.0
20021223,PIT,TAM,17,7,4.5,1.0
20021228,KAN,OAK,0,24,8.5,0.0
20021228,PHI,NYG,7,10,1,0.0
20021229,ARI,DEN,7,37,13.5,0.0
20021229,ATL,CLE,16,24,-2.5,0.0
20021229,BAL,PIT,31,34,8,1.0
20021229,CAR,NOR,10,6,6,1.0
20021229,CIN,BUF,9,27,7.5,0.0
20021229,DAL,WAS,14,20,7.5,1.0
20021229,GNB,NYJ,17,42,-1.5,0.0
20021229,JAX,IND,13,20,8.5,1.0
20021229,MIA,NWE,24,27,-2,0.0
20021229,MIN,DET,38,36,-3.5,0.0
20021229,SEA,SDG,31,28,3,1.0
20021229,TAM,CHI,15,0,-7,1.0
20021229,TEN,HOU,13,3,-9.5,1.0
20021230,SFO,STL,20,31,2,0.0
20030904,NYJ,WAS,13,16,3,0.0
20030907,ARI,DET,24,42,3.5,0.0
20030907,ATL,DAL,27,13,2,1.0
20030907,BAL,PIT,15,34,4,0.0
20030907,CHI,SFO,7,49,6.5,0.0
20030907,DEN,CIN,30,10,-6,1.0
20030907,HOU,MIA,21,20,14,1.0
20030907,IND,CLE,9,6,-2,1.0
20030907,JAX,CAR,23,24,4,1.0
20030907,MIN,GNB,30,25,4,1.0
20030907,NOR,SEA,10,27,3,0.0
20030907,NWE,BUF,0,31,1,0.0
20030907,OAK,TEN,20,25,3.5,0.0
20030907,SDG,KAN,14,27,4.5,0.0
20030907,STL,NYG,13,23,-1,0.0
20030908,TAM,PHI,17,0,3,1.0
20030914,BUF,JAX,38,17,-3,1.0
20030914,CAR,TAM,12,9,9,1.0
20030914,CHI,MIN,13,24,9,0.0
20030914,CIN,OAK,20,23,12,1.0
20030914,CLE,BAL,13,33,2.5,0.0
20030914,DEN,SDG,37,13,-3,1.0
20030914,DET,GNB,6,31,7,0.0
20030914,HOU,NOR,10,31,8,0.0
20030914,MIA,NYJ,21,10,-3,1.0
20030914,NWE,PHI,31,10,4,1.0
20030914,PIT,KAN,20,41,3.5,0.0
20030914,SEA,ARI,38,0,-5,1.0
20030914,SFO,STL,24,27,3,0.0
20030914,TEN,IND,7,33,2.5,0.0
20030914,WAS,ATL,33,31,3,1.0
20030915,DAL,NYG,35,32,7.5,1.0
20030921,BAL,SDG,24,10,1.5,1.0
20030921,BUF,MIA,7,17,3,0.0
20030921,CLE,SFO,13,12,7,1.0
20030921,GNB,ARI,13,20,-7.5,0.0
20030921,JAX,IND,13,23,7.5,0.0
20030921,KAN,HOU,42,14,-7.5,1.0
20030921,MIN,DET,23,13,-4,1.0
20030921,NOR,TEN,12,27,4.5,0.0
20030921,NYG,WAS,24,21,1.5,1.0
20030921,NYJ,NWE,16,23,6,0.0
20030921,PIT,CIN,17,10,-4.5,1.0
20030921,STL,SEA,23,24,3,1.0
20030921,TAM,ATL,31,10,-6.5,1.0
20030922,OAK,DEN,10,31,5.5,0.0
20030928,ARI,STL,13,37,11.5,0.0
20030928,ATL,CAR,3,23,6,0.0
20030928,CIN,CLE,21,14,4.5,1.0
20030928,DAL,NYJ,17,6,3,1.0
20030928,DET,DEN,16,20,12,1.0
20030928,IND,NOR,55,21,-1.5,1.0
20030928,JAX,HOU,20,24,-2.5,0.0
20030928,KAN,BAL,17,10,-3,1.0
20030928,NWE,WAS,17,20,3.5,1.0
20030928,PHI,BUF,23,13,3,1.0
20030928,SDG,OAK,31,34,7,1.0
20030928,SFO,MIN,7,35,0,0.0
20030928,TEN,PIT,30,13,3.5,1.0
20030929,GNB,CHI,38,23,-4,1.0
20031005,ARI,DAL,7,24,7.5,0.0
20031005,CIN,BUF,16,22,7,1.0
20031005,CLE,PIT,33,13,7,1.0
20031005,DEN,KAN,23,24,3.5,1.0
20031005,DET,SFO,17,24,7.5,1.0
20031005,MIA,NYG,23,10,1.5,1.0
20031005,MIN,ATL,39,26,-4.5,1.0
20031005,NOR,CAR,13,19,7,1.0
20031005,OAK,CHI,21,24,-3.5,0.0
20031005,SDG,JAX,21,27,3,0.0
20031005,SEA,GNB,13,35,1,0.0
20031005,TEN,NWE,30,38,1,0.0
20031005,WAS,PHI,25,27,4.5,1.0
20031006,IND,TAM,38,35,4.5,1.0
20031012,BAL,ARI,26,18,-6.5,1.0
20031012,BUF,NYJ,3,30,-1,0.0
20031012,CAR,IND,23,20,4,1.0
20031012,CHI,NOR,13,20,6.5,0.0
20031012,HOU,TEN,17,38,8.5,0.0
20031012,KAN,GNB,40,34,2.5,1.0
20031012,MIA,JAX,24,10,-3.5,1.0
20031012,NYG,NWE,6,17,2.5,0.0
20031012,OAK,CLE,7,13,3.5,0.0
20031012,PHI,DAL,21,23,1,0.0
20031012,PIT,DEN,14,17,6.5,1.0
20031012,SFO,SEA,19,20,3.5,1.0
20031012,TAM,WAS,35,13,-3.5,1.0
20031013,ATL,STL,0,36,10,0.0
20031019,BAL,CIN,26,34,-1,0.0
20031019,CHI,SEA,17,24,11,1.0
20031019,DAL,DET,38,7,-3,1.0
20031019,DEN,MIN,20,28,4,0.0
20031019,GNB,STL,24,34,4,0.0
20031019,NOR,ATL,45,17,-3,1.0
20031019,NWE,MIA,19,13,6.5,1.0
20031019,NYJ,HOU,19,14,-3.5,1.0
20031019,PHI,NYG,14,10,3,1.0
20031019,SDG,CLE,26,20,3.5,1.0
20031019,TAM,SFO,7,24,-5,0.0
20031019,TEN,CAR,37,17,0,1.0
20031019,WAS,BUF,7,24,3,0.0
20031020,KAN,OAK,17,10,-4.5,1.0
20031026,BUF,KAN,5,38,5.5,0.0
20031026,CAR,NOR,23,20,3,1.0
20031026,CLE,NWE,3,9,4.5,0.0
20031026,DAL,TAM,0,16,6,0.0
20031026,DEN,BAL,6,26,2.5,0.0
20031026,DET,CHI,16,24,3,0.0
20031026,HOU,IND,21,30,13,1.0
20031026,NYG,MIN,29,17,5.5,1.0
20031026,NYJ,PHI,17,24,3,0.0
20031026,SEA,CIN,24,27,-3,0.0
20031026,SFO,ARI,13,16,-7,0.0
20031026,STL,PIT,33,21,1,1.0
20031026,TEN,JAX,30,17,-4.5,1.0
20031027,MIA,SDG,26,10,-6.5,1.0
20031102,CAR,HOU,10,14,-6,0.0
20031102,CIN,ARI,14,17,-3,0.0
20031102,GNB,MIN,30,27,5.5,1.0
20031102,IND,MIA,23,17,3,1.0
20031102,JAX,BAL,17,24,7,0.0
20031102,NOR,TAM,17,14,8,1.0
20031102,NYG,NYJ,31,28,-3.5,0.0
20031102,OAK,DET,13,23,-3.5,0.0
20031102,PHI,ATL,23,16,-6,1.0
20031102,PIT,SEA,16,23,5,0.0
20031102,SDG,CHI,7,20,1,0.0
20031102,STL,SFO,10,30,-5,0.0
20031102,WAS,DAL,14,21,6,0.0
20031103,NWE,DEN,30,26,2,1.0
20031109,ARI,PIT,15,28,7,0.0
20031109,ATL,NYG,27,7,11.5,1.0
20031109,BAL,STL,22,33,6.5,0.0
20031109,BUF,DAL,6,10,4,0.0
20031109,CHI,DET,10,12,0,0.0
20031109,CLE,KAN,20,41,9,0.0
20031109,HOU,CIN,27,34,4,0.0
20031109,IND,JAX,23,28,-6,0.0
20031109,MIA,TEN,7,31,5.5,0.0
20031109,MIN,SDG,28,42,-5.5,0.0
20031109,NYJ,OAK,27,24,-3,0.0
20031109,SEA,WAS,20,27,-3,0.0
20031109,TAM,CAR,24,27,-3.5,0.0
20031110,PHI,GNB,17,14,4.5,1.0
20031116,ARI,CLE,6,44,5,0.0
20031116,ATL,NOR,20,23,9,1.0
20031116,BAL,MIA,6,9,5,1.0
20031116,DAL,NWE,0,12,4,0.0
20031116,DET,SEA,14,35,11,0.0
20031116,GNB,TAM,20,13,3.5,1.0
20031116,HOU,BUF,12,10,7,1.0
20031116,JAX,TEN,3,10,9,1.0
20031116,KAN,CIN,19,24,-6,0.0
20031116,MIN,OAK,18,28,-4.5,0.0
20031116,NYG,PHI,10,28,3,0.0
20031116,NYJ,IND,31,38,6,0.0
20031116,SDG,DEN,8,37,8.5,0.0
20031116,STL,CHI,23,21,-6,0.0
20031116,WAS,CAR,17,20,6,1.0
20031117,PIT,SFO,14,30,4,0.0
20031123,CAR,DAL,20,24,3,0.0
20031123,CHI,DEN,19,10,10.5,1.0
20031123,CIN,SDG,34,27,-3,1.0
20031123,DET,MIN,14,24,10.5,1.0
20031123,IND,BUF,17,14,-3,0.0
20031123,JAX,NYJ,10,13,4,1.0
20031123,NOR,PHI,20,33,5.5,0.0
20031123,NWE,HOU,23,20,-5,0.0
20031123,OAK,KAN,24,27,11,1.0
20031123,PIT,CLE,13,6,3,1.0
20031123,SEA,BAL,41,44,3,0.0
20031123,SFO,GNB,10,20,3.5,0.0
20031123,STL,ARI,30,27,-7,0.0
20031123,TEN,ATL,38,31,-6.5,1.0
20031123,WAS,MIA,23,24,7,1.0
20031124,NYG,TAM,13,19,6,0.0
20031127,GNB,DET,14,22,-6.5,0.0
20031127,MIA,DAL,40,21,3,1.0
20031130,ARI,CHI,3,28,4.5,0.0
20031130,ATL,HOU,13,17,3,0.0
20031130,BUF,NYG,24,7,3,1.0
20031130,CIN,PIT,24,20,3,1.0
20031130,CLE,SEA,7,34,6.5,0.0
20031130,DEN,OAK,22,8,-3,1.0
20031130,KAN,SDG,28,24,-7.5,0.0
20031130,MIN,STL,17,48,6,0.0
20031130,NOR,WAS,24,20,-1,1.0
20031130,NWE,IND,38,34,3.5,1.0
20031130,PHI,CAR,25,16,1.5,1.0
20031130,SFO,BAL,6,44,3,0.0
20031130,TAM,JAX,10,17,-3,0.0
20031201,TEN,NYJ,17,24,-3,0.0
20031207,ARI,SFO,14,50,10.5,0.0
20031207,CAR,ATL,14,20,-1,0.0
20031207,CHI,GNB,21,34,7.5,0.0
20031207,CIN,BAL,13,31,5,0.0
20031207,DAL,PHI,10,36,5.5,0.0
20031207,HOU,JAX,0,27,9.5,0.0
20031207,IND,TEN,29,27,3.5,1.0
20031207,KAN,DEN,27,45,3,0.0
20031207,MIA,NWE,0,12,3,0.0
20031207,NYJ,BUF,6,17,3,0.0
20031207,OAK,PIT,7,27,5.5,0.0
20031207,SDG,DET,14,7,3,1.0
20031207,SEA,MIN,7,34,-1,0.0
20031207,TAM,NOR,14,7,3,1.0
20031207,WAS,NYG,20,7,3,1.0
20031208,STL,CLE,26,20,-5.5,1.0
20031214,ATL,IND,7,38,7.5,0.0
20031214,BAL,OAK,12,20,-7,0.0
20031214,BUF,TEN,26,28,5,1.0
20031214,CAR,ARI,20,17,-7,0.0
20031214,CLE,DEN,20,23,11.5,1.0
20031214,DAL,WAS,27,0,-3,1.0
20031214,DET,KAN,17,45,14.5,0.0
20031214,GNB,SDG,38,21,-5,1.0
20031214,HOU,TAM,3,16,11.5,0.0
20031214,JAX,NWE,13,27,6,0.0
20031214,MIN,CHI,10,13,-3,0.0
20031214,NYG,NOR,7,45,7.5,0.0
20031214,PIT,NYJ,0,6,3,0.0
20031214,SEA,STL,22,27,7,1.0
20031214,SFO,CIN,38,41,3,0.0
20031215,PHI,MIA,34,27,3,1.0
20031220,ATL,TAM,30,28,6.5,1.0
20031220,KAN,MIN,20,45,-3,0.0
20031220,NWE,NYJ,21,16,-3,1.0
20031221,ARI,SEA,10,28,15.5,0.0
20031221,BAL,CLE,35,0,-3,1.0
20031221,CIN,STL,10,27,7,0.0
20031221,DEN,IND,31,17,6.5,1.0
20031221,DET,CAR,14,20,7.5,1.0
20031221,MIA,BUF,20,3,3,1.0
20031221,NOR,JAX,19,20,3,1.0
20031221,NYG,DAL,3,19,12.5,0.0
20031221,SDG,PIT,24,40,6.5,0.0
20031221,SFO,PHI,31,28,7,1.0
20031221,TEN,HOU,27,24,-5.5,0.0
20031221,WAS,CHI,24,27,4,1.0
20031222,GNB,OAK,41,7,-5.5,1.0
20031227,BUF,NWE,0,31,9.5,0.0
20031227,PHI,WAS,31,7,-9,1.0
20031227,SEA,SFO,24,17,2.5,1.0
20031228,CAR,NYG,37,24,-4.5,1.0
20031228,CHI,KAN,3,31,7.5,0.0
20031228,CLE,CIN,22,14,8.5,1.0
20031228,DAL,NOR,7,13,-1,0.0
20031228,DEN,GNB,3,31,10,0.0
20031228,IND,HOU,20,17,-9,0.0
20031228,JAX,ATL,14,21,2.5,0.0
20031228,MIN,ARI,17,18,-7.5,0.0
20031228,NYJ,MIA,21,23,3.5,1.0
20031228,OAK,SDG,14,21,6,0.0
20031228,PIT,BAL,10,13,6,1.0
20031228,STL,DET,20,30,-12,0.0
20031228,TAM,TEN,13,33,4,0.0
20040909,IND,NWE,24,27,3,0.0
20040912,ARI,STL,10,17,11,1.0
20040912,ATL,SFO,21,19,-3,0.0
20040912,BAL,CLE,3,20,-3.5,0.0
20040912,CIN,NYJ,24,31,5.5,0.0
20040912,DAL,MIN,17,35,6.5,0.0
20040912,DET,CHI,20,16,1.5,1.0
20040912,JAX,BUF,13,10,3,1.0
20040912,KAN,DEN,24,34,3,0.0
20040912,NYG,PHI,17,31,9.5,0.0
20040912,OAK,PIT,21,24,3.5,1.0
20040912,SDG,HOU,27,20,4.5,1.0
20040912,SEA,NOR,21,7,-2.5,1.0
20040912,TAM,WAS,10,16,2.5,0.0
20040912,TEN,MIA,17,7,-3,1.0
20040913,GNB,CAR,24,14,3,1.0
20040919,BUF,OAK,10,13,3.5,1.0
20040919,CAR,KAN,28,17,7,1.0
20040919,CHI,GNB,21,10,9,1.0
20040919,CLE,DAL,12,19,4.5,0.0
20040919,DEN,JAX,6,7,-3,0.0
20040919,HOU,DET,16,28,3,0.0
20040919,IND,TEN,31,17,-1.5,1.0
20040919,MIA,CIN,13,16,5.5,1.0
20040919,NWE,ARI,23,12,-8,1.0
20040919,NYJ,SDG,34,28,-3,1.0
20040919,PIT,BAL,13,30,4,0.0
20040919,SEA,TAM,10,6,-3,1.0
20040919,SFO,NOR,27,30,7.5,1.0
20040919,STL,ATL,17,34,2,0.0
20040919,WAS,NYG,14,20,-3,0.0
20040920,MIN,PHI,16,27,3,0.0
20040926,ARI,ATL,3,6,11,1.0
20040926,BAL,CIN,23,9,-1.5,1.0
20040926,CHI,MIN,22,27,12,1.0
20040926,CLE,NYG,10,27,3,0.0
20040926,GNB,IND,31,45,6,0.0
20040926,HOU,KAN,24,21,7.5,1.0
20040926,JAX,TEN,15,12,6,1.0
20040926,NOR,STL,28,25,6,1.0
20040926,PHI,DET,30,13,-4.5,1.0
20040926,PIT,MIA,13,3,2.5,1.0
20040926,SDG,DEN,13,23,9.5,0.0
20040926,SFO,SEA,0,34,10,0.0
20040926,TAM,OAK,20,30,3,0.0
20040927,DAL,WAS,21,18,1.5,1.0
20041003,ATL,CAR,27,10,3.5,1.0
20041003,CIN,PIT,17,28,4,0.0
20041003,DEN,TAM,16,13,-3,0.0
20041003,IND,JAX,24,17,-4,1.0
20041003,NOR,ARI,10,34,-3.5,0.0
20041003,NWE,BUF,31,17,-5.5,1.0
20041003,NYG,GNB,14,7,7,1.0
20041003,NYJ,MIA,17,9,-5.5,1.0
20041003,OAK,HOU,17,30,-2,0.0
20041003,PHI,CHI,19,9,-8.5,1.0
20041003,STL,SFO,24,14,-4,1.0
20041003,TEN,SDG,17,38,-3,0.0
20041003,WAS,CLE,13,17,-2.5,0.0
20041004,KAN,BAL,27,24,6,1.0
20041010,ARI,SFO,28,31,1,0.0
20041010,BAL,WAS,17,10,0,1.0
20041010,BUF,NYJ,14,16,6.5,1.0
20041010,CAR,DEN,17,20,4,1.0
20041010,CLE,PIT,23,34,4.5,0.0
20041010,DET,ATL,17,10,6.5,1.0
20041010,JAX,SDG,21,34,-2.5,0.0
20041010,MIA,NWE,10,24,11,0.0
20041010,MIN,HOU,34,28,-3.5,1.0
20041010,NYG,DAL,26,10,3.5,1.0
20041010,OAK,IND,14,35,8.5,0.0
20041010,STL,SEA,33,27,8,1.0
20041010,TAM,NOR,20,17,3,1.0
20041011,TEN,GNB,48,27,3,1.0
20041017,CAR,PHI,8,30,10,0.0
20041017,CIN,CLE,17,34,3,0.0
20041017,DEN,OAK,31,3,-2.5,1.0
20041017,GNB,DET,38,10,3,1.0
20041017,HOU,TEN,20,10,5.5,1.0
20041017,KAN,JAX,16,22,-2.5,0.0
20041017,MIA,BUF,13,20,4.5,0.0
20041017,MIN,NOR,38,31,-3.5,1.0
20041017,PIT,DAL,24,20,3,1.0
20041017,SDG,ATL,20,21,5.5,1.0
20041017,SEA,NWE,20,30,3.5,0.0
20041017,SFO,NYJ,14,22,9.5,1.0
20041017,WAS,CHI,13,10,1.5,1.0
20041018,TAM,STL,21,28,6.5,0.0
20041024,ATL,KAN,10,56,3.5,0.0
20041024,BUF,BAL,6,20,4.5,0.0
20041024,CHI,TAM,7,19,7,0.0
20041024,DAL,GNB,20,41,4,0.0
20041024,DET,NYG,28,13,7,1.0
20041024,JAX,IND,27,24,9,1.0
20041024,NOR,OAK,31,26,3,1.0
20041024,NYJ,NWE,7,13,6,0.0
20041024,PHI,CLE,34,31,-7,0.0
20041024,SDG,CAR,17,6,3,1.0
20041024,SEA,ARI,17,25,-6.5,0.0
20041024,STL,MIA,14,31,-5,0.0
20041024,TEN,MIN,3,20,6,0.0
20041025,DEN,CIN,10,23,-7,0.0
20041031,ARI,BUF,14,38,4.5,0.0
20041031,ATL,DEN,41,28,7,1.0
20041031,BAL,PHI,10,15,7.5,1.0
20041031,CAR,SEA,17,23,8,1.0
20041031,CIN,TEN,20,27,3,0.0
20041031,DET,DAL,21,31,3,0.0
20041031,GNB,WAS,28,14,-1,1.0
20041031,IND,KAN,35,45,-1,0.0
20041031,JAX,HOU,6,20,2,0.0
20041031,NWE,PIT,20,34,-3,0.0
20041031,NYG,MIN,34,13,6.5,1.0
20041031,OAK,SDG,14,42,6,0.0
20041031,SFO,CHI,13,23,2,0.0
20041101,MIA,NYJ,14,41,7,0.0
20041107,ARI,MIA,24,23,3,1.0
20041107,CHI,NYG,28,21,9,1.0
20041107,CLE,BAL,13,27,6,0.0
20041107,DAL,CIN,3,26,0,0.0
20041107,HOU,DEN,13,31,7,0.0
20041107,KAN,TAM,31,34,-3,0.0
20041107,NOR,SDG,17,43,6.5,0.0
20041107,NWE,STL,40,22,2.5,1.0
20041107,NYJ,BUF,17,22,-3,0.0
20041107,OAK,CAR,27,24,6,1.0
20041107,PHI,PIT,3,27,-1.5,0.0
20041107,SEA,SFO,42,27,-7,1.0
20041107,WAS,DET,17,10,3.5,1.0
20041108,MIN,IND,28,31,7,1.0
20041114,BAL,NYJ,20,17,-1,1.0
20041114,BUF,NWE,6,29,7,0.0
20041114,CAR,SFO,37,27,1.5,1.0
20041114,CHI,TEN,19,17,5.5,1.0
20041114,CIN,WAS,17,10,4,1.0
20041114,DET,JAX,17,23,3.5,0.0
20041114,HOU,IND,14,49,8.5,0.0
20041114,KAN,NOR,20,27,-3.5,0.0
20041114,MIN,GNB,31,34,4.5,1.0
20041114,NYG,ARI,14,17,1,0.0
20041114,PIT,CLE,24,10,-3.5,1.0
20041114,SEA,STL,12,23,-2.5,0.0
20041114,TAM,ATL,14,24,3.5,0.0
20041115,PHI,DAL,49,21,-7,1.0
20041121,ARI,CAR,10,35,3,0.0
20041121,ATL,NYG,14,10,-3,1.0
20041121,DAL,BAL,10,30,7.5,0.0
20041121,DEN,NOR,34,13,-6,1.0
20041121,DET,MIN,19,22,8,1.0
20041121,GNB,HOU,16,13,-3,0.0
20041121,IND,CHI,41,10,-8,1.0
20041121,MIA,SEA,17,24,9.5,1.0
20041121,NYJ,CLE,10,7,-1.5,1.0
20041121,PIT,CIN,19,14,-4,1.0
20041121,SDG,OAK,23,17,-4.5,1.0
20041121,SFO,TAM,3,35,8,0.0
20041121,STL,BUF,17,37,2,0.0
20041121,TEN,JAX,18,15,3,1.0
20041121,WAS,PHI,6,28,10,0.0
20041122,NWE,KAN,27,19,-3,1.0
20041125,CHI,DAL,7,21,3.5,0.0
20041125,IND,DET,41,9,-8.5,1.0
20041128,BAL,NWE,3,24,7,0.0
20041128,BUF,SEA,38,9,4,1.0
20041128,CLE,CIN,48,58,6,0.0
20041128,JAX,MIN,16,27,6,0.0
20041128,MIA,SFO,24,17,0,1.0
20041128,NOR,ATL,21,24,9,1.0
20041128,NYJ,ARI,13,3,-3,1.0
20041128,OAK,DEN,25,24,11.5,1.0
20041128,PHI,NYG,27,6,-7,1.0
20041128,SDG,KAN,34,31,3,1.0
20041128,TAM,CAR,14,21,-3,0.0
20041128,TEN,HOU,21,31,2,0.0
20041128,WAS,PIT,7,16,10,1.0
20041129,STL,GNB,17,45,7,0.0
20041205,ARI,DET,12,26,6,0.0
20041205,ATL,TAM,0,27,2,0.0
20041205,BUF,MIA,42,32,-5,1.0
20041205,CAR,NOR,32,21,-2,1.0
20041205,CIN,BAL,27,26,6.5,1.0
20041205,DEN,SDG,17,20,3,0.0
20041205,GNB,PHI,17,47,5.5,0.0
20041205,HOU,NYJ,7,29,7,0.0
20041205,KAN,OAK,34,27,-1,1.0
20041205,MIN,CHI,14,24,-7,0.0
20041205,NWE,CLE,42,15,-11,1.0
20041205,NYG,WAS,7,31,3,0.0
20041205,PIT,JAX,17,16,-3,0.0
20041205,SFO,STL,6,16,11,1.0
20041205,TEN,IND,24,51,12,0.0
20041206,DAL,SEA,43,39,7,1.0
20041212,CHI,JAX,3,22,7,0.0
20041212,CIN,NWE,28,35,10.5,1.0
20041212,CLE,BUF,7,37,11,0.0
20041212,DET,GNB,13,16,9,1.0
20041212,IND,HOU,23,14,-10,0.0
20041212,MIA,DEN,17,20,11.5,1.0
20041212,NOR,DAL,27,13,7,1.0
20041212,NYG,BAL,14,37,10,0.0
20041212,NYJ,PIT,6,17,4.5,0.0
